class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,identifier,http://www.wikidata.org/entity/Q3611268,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,member_of,,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,related_to,,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,notable_work,,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,interested_in,,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Alfonso dalla Viola,,,Alfonso dalla Viola,Alfonso dalla Viola.md,KjaJCjnYFATB,365858715402469077942,present_in_work,,,,,,,,,,,,,,,,,
