class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F287740000010101_000000080200C,,,,,,,,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V3eHzRACjkhi,Giovanni Domenico da Nola,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DixbmYqobdws,Libro primo delle Muse a quattro voci,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,instrumentation,,,,,,,,,,,,,,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EPDvHdTDsiSQ,Tosto che'l sol si scopre in oriente,
MusicComposition,Tosto che'l sol si scopre in oriente (Nola),,,Tosto che'l sol si scopre in oriente (Nola),Tosto che'l sol si scopre in oriente (Nola).md,Ynw5aNvsCqtn,635343488420949907466,derivative_work,,,,,,,,,,,,,,
