class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_external_source,has_version_holding_institution,has_version_IIIF_manifest,contributor_role,contributor_value,contributor_label,subject_value,based_on_value,catalog_identifier_value,has_part_value
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,identifier,https://edit16.iccu.sbn.it/titolo/CNCE021980,,,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,title,,,,,,"Rime del molto illustre signor caualiere Battista Guarini dedicate all'illustrissimo, et reuerendissimo signor cardinale Pietro Aldobrandini. Sopraintendente generale dello stato ecclesiastico per tutta Italia, et legato a latere et vicario generale in temporale, et spirituale nella città, et ducato di Fearrara [!] &c",,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,inception,,,,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE021980,1598.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FLES2CoRQYLJ', 'label': 'Giovanni Battista Ciotti'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]",https://www.digitale-sammlungen.de/en/view/bsb10166540,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hqjifQ4xf6p6', 'label': 'Munich Digitization Center'}",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10166540/manifest,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,contributor,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eDLkvXHFMYdu,Battista Guarini,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,subject,,,,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,based_on,,,,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,catalog_identifier,,,,,,,,,,,,,,,,,,,,,
Book,Rime del molto illustre signor cavaliere Battista Guarini,,,Rime del molto illustre signor cavaliere Battista Guarini,Rime del molto illustre signor cavaliere Battista Guarini.md,KKTrqWEV9nxB,357129092812910211135,has_part,,,,,,,,,,,,,,,,,,,,,
