class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_publisher,has_version_external_source,has_version_IIIF_manifest,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036483,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV00190010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,title,,,,,,"Il nuovo echo a cinque voci del r.do mons.or don Lodouico Agostini ferrarese. Protonotario apostolico, cappellano, et musico del sereniss. et inuitiissimo signor duca di Ferrara. Libro terzo, opera decima",,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,inception,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE036483,1583.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR', 'label': 'Ferrara'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6rozP5T2VHGk', 'label': 'Vittorio Baldini'}",https://edl.cultura.gov.it/item/eq510gxzjd,https://edl-jarvis.cultura.gov.it/meta/iiif/be9feeec-0221-4fd8-8c65-3465b76fdcea/manifest,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SXYLRPCvCSab,Alfonso II d'Este,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ybFxsvJusaH,Lodovico Agostini,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,has_part,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il nuovo echo a cinque voci,,,Il nuovo echo a cinque voci,Il nuovo echo a cinque voci.md,TLwDygVEEnDQ,522752059335659503888,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGvRViUmPajp,quintus
