class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,identifier,http://www.wikidata.org/entity/Q111826950,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/97PuKNkGqtm2,(Bolzoni and Girotto 2013),,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,member_of,,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,related_to,,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,notable_work,,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,interested_in,,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Giovanni Varisco,,,Giovanni Varisco,Giovanni Varisco.md,eW2vqFAWDKzS,753035216077650816336,present_in_work,,,,,,,,,,,,,,,,,
