class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F000380000101_PPPP00011000C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,part_of,,,,,,,,,Mad. XVIII.,48.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ntSDGzZoi2Eb,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BgmxnNpBupRa,dialogue,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,"Oh lagrime, ch'ad arte",,"[""O lagrime, ch'ad arte""]","Oh lagrime, ch'ad arte","Oh lagrime, ch'ad arte.md",nL3WZGMgLoL5,914505727832271123357,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
