class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_external_source,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/BOOK/LIBX00001809,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,identifier,https://rism.online/sources/990064761,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,identifier,https://edit16.iccu.sbn.it/titolo/CNCE046124,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,described_by_source,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gFBshLVTMG7b,incomplete,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,title,,,,,Di Ascanio Trombetti musico dell'illustrissima signoria di Bologna: Il primo libro de madrigali a cinque voci,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,inception,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,has_version,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE046124,http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_U/U253/,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]",1583.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4EaQYo8TMzLM', 'label': 'Angelo Gardano'}",Cantus is missing.,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CPwjvrJWn9aR,Ascanio Trombetti,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,subject,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,has_part,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGvRViUmPajp,quintus
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQL5yoyTLQcN,bassus
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzJ68XN6VVsG,tenor
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YpD8xTW34ppx,altus
NotatedMusic,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,,,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci,Di Ascanio Trombetti Il primo libro de madrigali a cinque voci.md,GSYCto24v9Cj,297783155896042799645,instrumentation,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/egtVGoqDNy4L,cantus
