class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,satire,satire.md,satire,SrVPa4TA2i3P,512813089468492286289,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g4TPeea9wGN7,form of creative work,,
Concept,satire,satire.md,satire,SrVPa4TA2i3P,512813089468492286289,subclass_of,,,,
Concept,satire,satire.md,satire,SrVPa4TA2i3P,512813089468492286289,identifier,,,,http://www.wikidata.org/entity/Q128758
