class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,identifier,http://www.wikidata.org/entity/Q60441032,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,described_by_source,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,work_location,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,member_of,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,related_to,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,notable_work,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,interested_in,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,catalog_identifier,,,,,,,,,,,,,,,
Agent,Giovanni Battista Moscaglia,,,Giovanni Battista Moscaglia,Giovanni Battista Moscaglia.md,mHdGfPaFXe5p,892998129620161332028,present_in_work,,,,,,,,,,,,,,,
