class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_role,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,identifier,http://www.wikidata.org/entity/Q724746,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,identifier,https://lyra.unil.ch/agents/104,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aTk9hoymKNbk,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QJd3XfmEAuxc', 'label': 'founder'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J9rnQmjyXd4M', 'label': '(Corso 2017)'}]",Accademia delle Virtù,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,occupation,,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,related_to,,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,notable_work,,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,interested_in,,,,,,,,,,,,,,,,,,
Agent,Francesco Sansovino,,,Francesco Sansovino,Francesco Sansovino.md,3u7RPwEQyMmB,39133962855756598962,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16222.0
