class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,identifier,http://www.wikidata.org/entity/Q2333985,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,described_by_source,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,work_location,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,member_of,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,related_to,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,notable_work,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,interested_in,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,catalog_identifier,,,,,,,,,,,,,,,
Agent,Claudio Saracini,,Il Palusi,Claudio Saracini,Claudio Saracini.md,7bBQyuYVHmpZ,115186323289165967023,present_in_work,,,,,,,,,,,,,,,
