class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iRCYDktcXg33,Ottavio Tronsarelli,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YwBMpr45NG8a,"Loda la Sig. Margherita N. di belleza, e di virtù.",354.0,Rime di Ottavio Tronsarelli,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MFkDrmE7jx9f,oxymoron,,,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Af5NyLo5WJPc,woman,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ixSMpi2apRwe,monster,,,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,text,,,,,,,,,,,,,,,,,,,,,,"Altri pur dica. Che ne' falsi chiostri,
Ove il terrore ha rigido ricetto,
Traggan la vita portentosi mostri
Di fiere luci, e di mortale aspetto,
Che, se di rimirar gli aurori, e gli ostri
Del sen, del volto tuo non m'è disdetto,
Altro ridir non puon quest'occhi miei,
Se non, che di bellezza un mostro sei.",,
PoeticWork,Altri pur dica. Che ne' falsi chiostri,,,Altri pur dica. Che ne' falsi chiostri,Altri pur dica. Che ne' falsi chiostri.md,cH4pHQVs2iGZ,707068955095193827207,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
