class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=22688,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8rZqMyeBcBSU,Pietro Manelli,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LSF6bThbK7xx,Tullia d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,part_of,,,,,,,,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/54ahrKe9RtC2,A Pietro Manelli.,Rime della signora Tullia di Aragona et di diversi a lei,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MFkDrmE7jx9f,oxymoron,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HfQkYfWDVNZC,departure,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,iq4CC8iEDy5m,842465399294618010295,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
