class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Place,Napoli,,['Naples'],Napoli,Napoli.md,bpRYamR8DUKq,697787720262488019977,identifier,,
Place,Napoli,,['Naples'],Napoli,Napoli.md,bpRYamR8DUKq,697787720262488019977,described_by_source,,
