class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGWk3kKYpoWd,Francesco Maria Caccianemici,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,part_of,,,,,,,,Del Tenebroso,33.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGHkPLurgTyx,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kMXrQDDjiQZ5,rage,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hK67S66NCVzW,insanity,,,,,,,,,
PoeticWork,"Da i più profondi, e tenebrosi abissi","A madman, blinded by love, has turned into a fearful wandering monster.",,"Da i più profondi, e tenebrosi abissi","Da i più profondi, e tenebrosi abissi.md",VYKpKFmHBuhw,568143431355475182392,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
