class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,identifier,http://www.wikidata.org/entity/Q190260,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,described_by_source,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M8DkfPxU28Gc,digital library,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,inception,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,dissolved,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,location,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,official_website,,,,,,,,https://www.zb.uzh.ch/en,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,catalog_identifier,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,member,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,interested_in,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,notable_work,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,related_to,,,,,,,,,,,,,,
Organisation,Zentralbibliothek Zürich,,['Zürich Central Library'],Zentralbibliothek Zürich,Zentralbibliothek Zürich.md,gY5iKo8jFYhR,795048742212126781109,motto,,,,,,,,,,,,,,
