class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_permalink,has_version_external_source,has_version_IIIF_manifest,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,identifier,https://rism.online/sources/993120764,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV52150010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,identifier,https://edit16.iccu.sbn.it/titolo/CNCE043012,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,title,,,,,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci, nouamente composti, et dati in luce",,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,inception,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,has_version,,,,,,,,1585.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9L5vRtvRmtKu', 'label': 'Ricciardo Amadino'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]",https://edit16.iccu.sbn.it/titolo/CNCE043012,https://edl.cultura.gov.it/item/98rmpqg9rx,https://edl-jarvis.cultura.gov.it/meta/iiif/9f358872-1482-46d5-bfc8-89a7ea955f7d/manifest,,,,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dWoW3ShusMpX', 'label': 'Bartolomeo Spontone'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
NotatedMusic,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci","De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci.md",4ndigkmsV7bt,57428100457862286056,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fhonUhTn9HLC,Giovanni Pierluigi da Palestrina,,,,,
