class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,instrumentation_value
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,identifier,http://id.sbn.it/bid/MUS0020086,,,,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eFqHfpSQSasp,(Terzaghi 2017),,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6MeV83mKusDn,opera,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,title,,,,,,L' Apollo di Ottavio Tronsarelli,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,inception,,,,,,,1634.0,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,has_version,,,,,,,,http://id.sbn.it/bid/MUS0020086,1634.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG', 'label': 'Roma'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2t3NaVuM5zYN', 'label': 'Francesco Corbelletti'}",,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CzVuvtS2JrV8', 'label': 'librettist'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bgExG22ootgh,Ottavio Tronsarelli,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YTAdfrxKFqwZ,Apollo,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,has_part,,,,,,,,,,,,,,,,,,
NotatedMusic,L'Apollo di Ottavio Tronsarelli,,,L'Apollo di Ottavio Tronsarelli,L'Apollo di Ottavio Tronsarelli.md,bQBQA5hJQ5kT,689009060127227227324,instrumentation,,,,,,,,,,,,,,,,,,
