class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,part_of_label,citation_value
BibliographicResource,(Moroncini 2020),,['moronciniAccademiaVirtuReligious2020'],(Moroncini 2020),(Moroncini 2020).md,LaHmy3iDRxQM,383131435642324325653,isbn,978-1-909662-57-5,,,,
BibliographicResource,(Moroncini 2020),,['moronciniAccademiaVirtuReligious2020'],(Moroncini 2020),(Moroncini 2020).md,LaHmy3iDRxQM,383131435642324325653,described_by_source,,,,,
BibliographicResource,(Moroncini 2020),,['moronciniAccademiaVirtuReligious2020'],(Moroncini 2020),(Moroncini 2020).md,LaHmy3iDRxQM,383131435642324325653,part_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzDB9FgKgMET,"(Everson, Reidy, and Sampson 2020)",
BibliographicResource,(Moroncini 2020),,['moronciniAccademiaVirtuReligious2020'],(Moroncini 2020),(Moroncini 2020).md,LaHmy3iDRxQM,383131435642324325653,citation,,,,,"Moroncini, Ambra. 2020. ‘The Accademia Delle Virtù and Religious Dissent’. In The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent, edited by Jane E. Everson, Denis V. Reidy, and Lisa Sampson, 88–101. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group."
