class,base_name,filename,id,label,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",[[Vittoria Aleotti]],,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eDLkvXHFMYdu,Battista Guarini,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,part_of,,,,,,[[Ghirlanda de madrigali a quattro voci di Vittoria Aleotti]],,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,based_on,,,,,,,,"[[T'amo, mia vita, la mia cara vita]]",,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,text,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,language,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,subject,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,poetic_type,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,depicts,,,,,,,,,,,,,,,
MusicComposition,"T'amo, mia vita, la mia cara vita (Aleotti)","T'amo, mia vita, la mia cara vita (Aleotti).md",LeesAz9Ffm3s,"T'amo, mia vita, la mia cara vita (Aleotti)",384713528230447876393,metre,,,,,,,,,,,,,,,
