class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_permalink,has_version_external_source,contributor_value,subject_value,has_part_value,based_on_value,identifier_value
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,title,,,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,inception,,,,1550.0,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,has_version,,,,,1550.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GnJDex5fTtEr', 'label': 'Bartolomeo Cesano'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",https://edit16.iccu.sbn.it/titolo/CNCE024114,https://books.google.be/books?id=4skTAAAAQAAJ,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,contributor,,,,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,subject,,,,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,has_part,,,,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,based_on,,,,,,,,,,,,,,
Book,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte.md,Libro terzo de le rime di diuersi nobilissimi et eccellentissimi autori nuouamente raccolte,2QTDrdVcrDZM,8124840613733284255,identifier,,,,,,,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE024114
