class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_pseudonym,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,notable_work_label,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,work_location,,,,,,,,,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,member_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QSyianVr6pdC,L'irresoluto,Accademia degli Intronati di Siena,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QSyianVr6pdC,Accademia degli Intronati di Siena,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,related_to,,,,,,,,,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,notable_work,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ssUyYVPtG,Fiori di sacra poesia dell'Irresoluto Accademico Intronato,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,interested_in,,,,,,,,,,,,,,,,
Agent,Carlo Papini,Carlo Papini.md,Carlo Papini,FsYpDbCrjFXi,286202024093019190267,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16524.0
