class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,identifier,http://www.wikidata.org/entity/Q93380987,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,described_by_source,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,work_location,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,member_of,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,related_to,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,notable_work,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,interested_in,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,YKpYhPyuCbFz,625527150545573219561,catalog_identifier,,,,,,,,,,,,,,
