class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_external_source,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_permalink,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,identifier,https://edit16.iccu.sbn.it/titolo/CNCE044447,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV11030010,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,identifier,https://rism.online/sources/990036327,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,described_by_source,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7SkukMmayjC,incomplete,,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,title,,,,,Di Stefano Lando il primo libro de madrigali a quattro voci,,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,inception,,,,,,1558.0,,,,,,,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,has_version,,,,,,,http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_S/S302/,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",1558.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EaDmr6ppAvfM', 'label': 'Girolamo Scotto'}",https://edit16.iccu.sbn.it/titolo/CNCE044447,Only Altus and Tenor survives.,,,,,,,,
NotatedMusic,Di Stefano Lando il primo libro de madrigali a quattro voci,,,Di Stefano Lando il primo libro de madrigali a quattro voci,Di Stefano Lando il primo libro de madrigali a quattro voci.md,hMZuHnuTemgu,811881338197442878731,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9FW3RNWgLo6H,Stefano Lando,,,,,
