class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value
Concept,mermaid,,['sirena'],mermaid,mermaid.md,Yr3u4S2MtyTC,636466635783302636011,identifier,http://www.wikidata.org/entity/Q182559,,,,,
Concept,mermaid,,['sirena'],mermaid,mermaid.md,Yr3u4S2MtyTC,636466635783302636011,described_by_source,,,,,,
Concept,mermaid,,['sirena'],mermaid,mermaid.md,Yr3u4S2MtyTC,636466635783302636011,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,
Concept,mermaid,,['sirena'],mermaid,mermaid.md,Yr3u4S2MtyTC,636466635783302636011,subclass_of,,,,,,
Concept,mermaid,,['sirena'],mermaid,mermaid.md,Yr3u4S2MtyTC,636466635783302636011,opposite_of,,,,,,
