class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,identifier,http://www.wikidata.org/entity/Q1521749,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,described_by_source,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,work_location,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,member_of,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,related_to,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,notable_work,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,interested_in,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,catalog_identifier,,,,,,,,,,,,,,,
Agent,Ghindolfo Dattari,,,Ghindolfo Dattari,Ghindolfo Dattari.md,n28sYsCwUZS5,908023224428346061605,present_in_work,,,,,,,,,,,,,,,
