class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,8hA63a8Vkmdq,137985959753633975714,instance_of,,,
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,8hA63a8Vkmdq,137985959753633975714,subclass_of,,,
Concept,['fictional academy'],academia fictiva,academia fictiva.md,academia fictiva,8hA63a8Vkmdq,137985959753633975714,identifier,,,http://www.wikidata.org/entity/Q61508291
