class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/191650000010101_000000158600C,,,,,,,,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WsQJYjxufGKj,Laura Terracina,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eirWogJRTfc7,Francesco Menta,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/npxg2tvfUDPp,"Madrigali a quattro voci, di Francesco Menta",,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fzzm58RfqpwM,Oh dolorosi amanti,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Oh dolorosi amanti (Menta),,,Oh dolorosi amanti (Menta),Oh dolorosi amanti (Menta).md,Yv7EVVMRDhaQ,637935878206618139755,text,,,,,,,,,,,,,,,
