class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,shepherd,shepherd.md,shepherd,ddw2PSbVUZ6t,735264332237232447443,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,shepherd,shepherd.md,shepherd,ddw2PSbVUZ6t,735264332237232447443,subclass_of,,,,
Concept,shepherd,shepherd.md,shepherd,ddw2PSbVUZ6t,735264332237232447443,identifier,,,,http://www.wikidata.org/entity/Q81710
