class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,language_value,language_label,text_value,described_by_source_value,described_by_source_label
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YLGgR7kasRh,Pietro Aretino,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,part_of,,,,,,"Canto I, 4",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DKcYbAWT5iHU,Astolfeide del divino Pietro Aretino,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YtNYvYPNHggc,satire,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,depicts,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,language,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,text,,,,,,,,,,,,,,,,,,,,"Dir male, & dire il ver genera sdegno
Sogliono dire gl'ipocriti e Piangioni
chi ben dice, & mal fa di morte è degno
come fanno i cagnacci hipocritoni. 
A buon sotii l'orecchia a grattar vegno
Non a gli adulator, non a poltroni, 
Non è vitio più pregno di veleno 
Ch'ornar di lode, chi di biasmo è pieno.",,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",mznW7zD3x3RH,907900158006590081313,described_by_source,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3bt2ieeAeUgg,(Selepiuc 2020)
