class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F153070001010101_000000067200C,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3KxURtKJVxAF,Pietro Aretino,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LJuf5DWS7fsZ,Giovanni Battista Conforti,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q3kMfhYATxFo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,instrumentation,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,based_on,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,derivative_work,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,text,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,language,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,subject,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,poetic_type,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,depicts,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,23N2LTeKsjG8,489098637980205627,metre,,,,,,,,,,,,,,,,,,,
