class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,identifier,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AC4Js3EhuZqL,Bologna,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VGeT8SCG2epE,L'Incolto,Accademia dei Gelati di Bologna,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,occupation,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,related_to,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,notable_work,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,interested_in,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5035.0,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,Y8fMkvEhyHyo,621486401923111918719,present_in_work,,,,,,,,,,,,,,,,,,
