class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,ode,,,ode,ode.md,PubAT9pHXRyP,452028136476338932326,identifier,http://www.wikidata.org/entity/Q178985,,,
Concept,ode,,,ode,ode.md,PubAT9pHXRyP,452028136476338932326,described_by_source,,,,
Concept,ode,,,ode,ode.md,PubAT9pHXRyP,452028136476338932326,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d8pY5kFd7FsT,poetic form
