class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_start_date,member_of_label,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_reference,related_to_label,notable_work_value,interested_in_value,interested_in_reference,interested_in_label,catalog_identifier_value,identifier_value,described_by_source_value,described_by_source_label
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,work_location,,,,,,,,,,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,member_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AQqFxXyysBUi,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",1575.0,Accademia degli Alterati di Firenze,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LSF6bThbK7xx,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4KydtJBYz8ts', 'label': 'literary host'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DwjqdgaPRqhm', 'label': '(Levy 2017)'}]",Tullia d'Aragona,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,notable_work,,,,,,,,,,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,interested_in,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GewRJWWph5KT,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DwjqdgaPRqhm', 'label': '(Levy 2017)'}]",parlour game,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,catalog_identifier,,,,,,,,,,,,,,,,,,,,,,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,identifier,,,,,,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q237717,,
Agent,Eleanor of Toledo,Eleanor of Toledo.md,Eleanor of Toledo,Af7EBC2tVdqi,178515544805484477976,described_by_source,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DwjqdgaPRqhm,(Levy 2017)
