class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['Venere', 'Afrodite', 'Citerrea']",Venus,Venus.md,Venus,GjvzbRsssU2S,304082546477254876824,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,
Concept,"['Venere', 'Afrodite', 'Citerrea']",Venus,Venus.md,Venus,GjvzbRsssU2S,304082546477254876824,subclass_of,,,,
Concept,"['Venere', 'Afrodite', 'Citerrea']",Venus,Venus.md,Venus,GjvzbRsssU2S,304082546477254876824,identifier,,,,http://www.wikidata.org/entity/Q47652
