class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,acting,,"['dramatic performance', 'recitation']",acting,acting.md,XjnvrMvEVZ8k,613569816648312429651,identifier,http://www.wikidata.org/entity/Q222749,
Concept,acting,,"['dramatic performance', 'recitation']",acting,acting.md,XjnvrMvEVZ8k,613569816648312429651,described_by_source,,
