class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,identifier_value
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,work_location,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,member_of,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,related_to,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,notable_work,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,interested_in,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,catalog_identifier,,,,,,,,,,,,,
Agent,Desiderio Montemagni,Desiderio Montemagni.md,Desiderio Montemagni,JuZThiQYg6L7,348837856868952059711,identifier,,,,,,,,,,,,,http://www.wikidata.org/entity/Q99211874
