class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,interested_in_label,notable_work_value,related_to_value,motto_value
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,identifier,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,described_by_source,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,instance_of,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,inception,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,dissolved,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,location,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,official_website,,,,,,,https://press.uchicago.edu/ucp/books/series/OVIEMET.html,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,catalog_identifier,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,member,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,interested_in,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4Q6mPjKkDUQ,querelle des femmes,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,notable_work,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,related_to,,,,,,,,,,,,,,
Organisation,The Other Voice in Early Modern Europe: The Toronto Series,,,The Other Voice in Early Modern Europe,The Other Voice in Early Modern Europe.md,Z2KCTpRcFrQm,639822036293413775344,motto,,,,,,,,,,,,,,
