class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_place_of_publication,has_version_permalink,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,based_on_value,catalog_identifier_value
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,identifier,http://id.sbn.it/bid/BVEE027265,,,,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,described_by_source,,,,,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,title,,,,,"Rime sacre della molto illustre sig. Lucretia Marinella. Frà le quali è un poemetto, in cui si racconta l'historia della Madonna dipinta da San Luca, che è su'l monte della Guardia nel tenitorio di Bologna",,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,inception,,,,,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,has_version,,,,,,,1603.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]",http://id.sbn.it/bid/BVEE027265,https://books.google.be/books?id=6rGMUihnIQsC,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,contributor,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HF28L6dcXJjd,Lucrezia Marinella,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UR9WWTiYMbWy,devotion,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eihJDhFoMudj,visual arts,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,has_part,,,,,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,based_on,,,,,,,,,,,,,,,,,,
Book,Rime sacre della molto illustre sig. Lucretia Marinella,,,Rime sacre della molto illustre sig. Lucretia Marinella,Rime sacre della molto illustre sig. Lucretia Marinella.md,Uhd7mBuvyfnd,550875639860661339599,catalog_identifier,,,,,,,,,,,,,,,,,,
