class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,member_of,,,,,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,related_to,,,,,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,notable_work,,,,,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,interested_in,,,,,,,,,,,,,,
Agent,Francesco de' Franceschi,Francesco de' Franceschi.md,Francesco de' Franceschi,LKffTyy9kohN,377839942472616737069,catalog_identifier,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16267.0
