class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/W57hkrxLT7ru,Eleonora Sanseverino,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8cwGVT3ZREMt,Laura Terracina,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GfquJ8xytX6t,Canto I. All'Illustrissima donna Elionora Sanseverina.,5.0,Discorso sopra tutti li primi canti d'Orlando Furioso,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hxGbZLpsZTDB,elegy,,,,,,,,,
PoeticWork,"Quanto mi sia dolore, e grieve affanno",Ottava rima for the premature death of Eleonora Sanseverino.,,"Quanto mi sia dolore, e grieve affanno","Quanto mi sia dolore, e grieve affanno.md",45ZS3WahR2pG,42557472335711978027,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
