class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,torment,,"['tormento', 'affanno', 'doglia']",torment,torment.md,TRHMAMaRfnLP,524321669343210790692,identifier,http://www.wikidata.org/entity/Q6149231,
Concept,torment,,"['tormento', 'affanno', 'doglia']",torment,torment.md,TRHMAMaRfnLP,524321669343210790692,described_by_source,,
