class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,work_location,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,member_of,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,related_to,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,notable_work,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,interested_in,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,catalog_identifier,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,present_in_work,,,,,,,,,,,,,,
Agent,Giovan Leonardo Primavera,Giovan Leonardo Primavera.md,Giovan Leonardo Primavera,ArJYyGJhPBWu,182569873329827758431,identifier,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q5563608
