class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,identifier,http://www.wikidata.org/entity/Q3838086,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,described_by_source,,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,work_location,,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5jRWaYbHHcZc,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",Accademia Veneziana,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aTk9hoymKNbk,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5ZmX4c5h8CRb', 'label': '(Moroncini 2017)'}, {'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J9rnQmjyXd4M', 'label': '(Corso 2017)'}]",Accademia delle Virtù,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,related_to,,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,notable_work,,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,interested_in,,,,,,,,,,,,,,,,,
Agent,Luca Contile,,,Luca Contile,Luca Contile.md,cZCQX49qGcQ2,712909652464960051836,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",18042.0
