class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/000470000101_PPPP00011000C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,part_of,,,,,,,,,Scherzo V.,72.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ntSDGzZoi2Eb,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ngTwYTt8Gx5h,barzelletta,,,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VQaYNbLwFqmy,octosyllable,,,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGRByAyckPA5,kiss,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkJjQdNqm3ok,thousand,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hmGaXqatDNBT,dawn,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ByFdYpwqvPWu,nymph,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jjBPDY89crUT,Zeus,,,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Care gioie, che le noie",,,"Care gioie, che le noie","Care gioie, che le noie.md",RenB7cAJ6Zbv,487939375606433367247,text,,,,,,,,,,,,,,,,,,,,,,,,,"Care gioie,
Che le noie
De' sospir mandate in bando
Quel diletto,
Ch'ho nel petto
Scopran gli occhi sfavillando.

Hor non finge,
Horr non pinge
Con sua squadra falsa, e vaga
Sogno vano
Quella mano,
Che sì dolce il sen m'impiaga.

Bell'avorio,
Pur mi glorio,
Che per mille dardi, e faci,
Che m'aventi
Hor consenti,
Ch'io ti porga mille baci.

Fresche rose,
Ove pose
D'Ibla il mel cortese Amore
Pur delibo
Grato cibo
Premio altier del mio dolore.

Parolette
Vezzosette,
Per cui già bear mi sento,
Pur v'ascolto,
Né m'è tolto
Da l'Aurora il mio contento.

Frena, frena,
Lingua piena
Di piacer la tua dolcezza:
Sai l'Aurora
S'innamora,
Ed è scaltra a' furti avezza.

Ma vaneggio
Me n'aveggio
Belle ninfe ella non toglie.
Ah pur Giove
Non ritrove
Forma nuova, e me ne spoglie."
