class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,identifier,http://www.wikidata.org/entity/Q1003311,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,described_by_source,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,member_of,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,related_to,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,notable_work,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,interested_in,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,2t3NaVuM5zYN,18110310131553642605,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",18528.0
