class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_place_of_publication,has_version_permalink,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,based_on_value
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,identifier,https://edit16.iccu.sbn.it/titolo/CNCE037962,,,,,,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,described_by_source,,,,,,,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,title,,,,,"Naspo Bizaro. Calate fantastiche, che canta Naspo Bizaro da Veniesia castellan, sotto i balconi de Cate Bionda Biriota, per cauarse la bizaria del ceruelo, e 'l martelo del stomego",,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,inception,,,,,,1565.0,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,has_version,,,,,,,1565.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",https://edit16.iccu.sbn.it/titolo/CNCE037962,https://www.google.it/books/edition/Naspo_Bizaro/jQ88AAAAcAAJ,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,contributor,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ptrYCZg6oDp,Alessandro Caravia,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UzQqDq2qMKwd,Venetian,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,has_part,,,,,,,,,,,,,,,,,
Book,Naspo bizaro,,,Naspo bizaro,Naspo bizaro.md,6A5QmgcxiFGP,85461457436041158486,based_on,,,,,,,,,,,,,,,,,
