class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,poetry collection,,,poetry collection,poetry collection.md,XzeQyQXbyjmR,618946175823369138692,identifier,http://www.wikidata.org/entity/Q12106333,
Concept,poetry collection,,,poetry collection,poetry collection.md,XzeQyQXbyjmR,618946175823369138692,described_by_source,,
