class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,epic poem,epic poem.md,epic poem,cjS2X6Gi5ywA,716616454878176756873,instance_of,,,
Concept,epic poem,epic poem.md,epic poem,cjS2X6Gi5ywA,716616454878176756873,subclass_of,,,
Concept,epic poem,epic poem.md,epic poem,cjS2X6Gi5ywA,716616454878176756873,identifier,,,http://www.wikidata.org/entity/Q37484
