class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YJP9QUN4Mbfw,Vittoria Colonna,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/acNxxjTiZQ3g,Rime di Francesca Turina Bufalini,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,part_of,,,,,,Turina Bufalini. All'Eccellentissima Signora Donna Vittoria Colonna.,13.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/acNxxjTiZQ3g,Rime di Francesca Turina Bufalini,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VvwqSP8dg3vT,elegy,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4Q6mPjKkDUQ,querelle des femmes,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",75r5Wzqnsesk,104570860607398490778,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
