class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,subclass_of_value,opposite_of_value
Concept,abandonment,,['abbandono'],abandonment,abandonment.md,oJY5qFoWFwDr,934598998989779456664,identifier,http://www.wikidata.org/entity/Q16001341,,,,
Concept,abandonment,,['abbandono'],abandonment,abandonment.md,oJY5qFoWFwDr,934598998989779456664,described_by_source,,,,,
Concept,abandonment,,['abbandono'],abandonment,abandonment.md,oJY5qFoWFwDr,934598998989779456664,instance_of,,,,,
Concept,abandonment,,['abbandono'],abandonment,abandonment.md,oJY5qFoWFwDr,934598998989779456664,subclass_of,,,,,
Concept,abandonment,,['abbandono'],abandonment,abandonment.md,oJY5qFoWFwDr,934598998989779456664,opposite_of,,,,,
