class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_quantity,instrumentation_value,instrumentation_label,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F159230000010101_000000029900C,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/E4XxwxTyLXp7,Stefano Bernardi,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oHApKU4NZCDr,"Il terzo libro de madrigali a cinque voci, concertati con il basso continuo per suonare di Stefano Bernardi Maestro",,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FLuc8PnpH5Xq,cornetto,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T6BhXfj8VGJq,violin,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BE4kxtAbpReH,continuo group,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5uHH8y5Q43eU,tenor,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UffZZ8mohzzQ,altus,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6xVaVEAi3tdM,cantus,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,based_on,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cmZvjapSv5E6,"Mentre pomposa, Te ne stai Rosa",,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,derivative_work,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,text,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,language,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,subject,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,poetic_type,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,depicts,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Mentre pomposa, Te ne stai Rosa (Bernardi)",,,"Mentre pomposa, Te ne stai Rosa (Bernardi)","Mentre pomposa, Te ne stai Rosa (Bernardi).md",HyZ4cy4uuBqH,329647518159272750559,metre,,,,,,,,,,,,,,,,,,,,,,
