class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value,described_by_source_value,described_by_source_label
Concept,"['alba amicorum', 'stammbuch', 'friendship book']",album amicorum,album amicorum.md,album amicorum,M9iGv9TStxpX,394872051684476251679,instance_of,,,,,
Concept,"['alba amicorum', 'stammbuch', 'friendship book']",album amicorum,album amicorum.md,album amicorum,M9iGv9TStxpX,394872051684476251679,subclass_of,,,,,
Concept,"['alba amicorum', 'stammbuch', 'friendship book']",album amicorum,album amicorum.md,album amicorum,M9iGv9TStxpX,394872051684476251679,identifier,,,http://www.wikidata.org/entity/Q457843,,
Concept,"['alba amicorum', 'stammbuch', 'friendship book']",album amicorum,album amicorum.md,album amicorum,M9iGv9TStxpX,394872051684476251679,described_by_source,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aDqLPFtLjEwa,(Testa 2020)
