class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,identifier,http://www.wikidata.org/entity/Q5563724,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,described_by_source,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,work_location,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,member_of,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,related_to,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,notable_work,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,interested_in,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,catalog_identifier,,,,,,,,,,,,,,,
Agent,Giovanni Battista Conforti,,,Giovanni Battista Conforti,Giovanni Battista Conforti.md,7NWjyPWdFb7J,110602683881351047084,present_in_work,,,,,,,,,,,,,,,
