class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_role,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,identifier,http://www.wikidata.org/entity/Q378185,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,described_by_source,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aTk9hoymKNbk,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4KLdoEW9rAv', 'label': 'patron of the arts'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J9rnQmjyXd4M', 'label': '(Corso 2017)'}]",Accademia delle Virtù,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AwveTDUETzJD,cardinal,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,related_to,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,dNLP5km9mpwL,729613836544230162069,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",17990.0
