class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,work_location,,,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,member_of,,,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,related_to,,,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,notable_work,,,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,interested_in,,,,,,,,,,,,
Agent,Luisa Bergalli,Luisa Bergalli.md,Luisa Bergalli,mEymkAcrMmYR,892042299640659255656,catalog_identifier,,,,,,,,,,,,
