class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,member_of,,,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,related_to,,,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,notable_work,,,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,interested_in,,,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,catalog_identifier,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",9659.0,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,present_in_work,,,,,,,,,,,,,,,,
Agent,Barezzo Barezzi,Barezzo Barezzi.md,Barezzo Barezzi,FHfrJCTj4ffP,273937582910100324174,identifier,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q93414286
