class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WbLfAPPmoPxy,(Sorrentini 2015),,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,part_of,,,,,,,,,Sonetto Primo.,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ntSDGzZoi2Eb,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ecvzDLVJiPEL,acting,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",hG6NBLnAcLnZ,809896215138008245579,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
