class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_permalink,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,has_part_value
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,identifier,https://edit16.iccu.sbn.it/titolo/CNCE034620,,,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/E8PzDPXNKJm8,EDIT16,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,title,,,,,,"De sonetti di m. Benedetto Varchi, parte prima",,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,inception,,,,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,has_version,,,,,,,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn', 'label': 'Firenze'}]",1555.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FmA2BR2ZNPoV', 'label': 'Lorenzo Torrentino'}",https://edit16.iccu.sbn.it/titolo/CNCE034620,https://books.google.it/books?id=-knLDHx51k8C&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TdyZG6fXKCLc,Benedetto Varchi,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,subject,,,,,,,,,,,,,,,,,
Book,"De sonetti di m. Benedetto Varchi, parte prima",,,"De sonetti di m. Benedetto Varchi, parte prima","De sonetti di m. Benedetto Varchi, parte prima.md",BXGmYy7QrQTH,196315838107245298773,has_part,,,,,,,,,,,,,,,,,
