class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=35264,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YvLbpbXURbTT,Torquato Tasso,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MyN8HshJ2LaN,"Canto XIX, 12","Gierusalemme liberata, poema heroico del sig. Torquato Tasso",,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/86Q2aWNHHazc,duel,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9NZf7yFeJSxK,Tancredi,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iYYfa4mHSLTk,Argante,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,text,,,,,,,,,,,,,,,,,,,,,"Ma disteso, & eretto il fero Argante  
Dimostra arte simile, atto diverso.  
Quanto egli può va co'l gran braccio inante, 
E cerca il ferro no, ma il corpo averso,
Quel tenta aditi novi in ogni instante.
Questi gli ha il ferro al volto ogn'hor converso.  
Minaccia, e intento a proibirgli stassi  
Furtive entrate, e subiti trapassi.",,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7Bnx4ZvAsPSd,106723285953213403934,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
