class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,inception_sourcing_circumstances,inception_reference,has_version_permalink,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_external_source,contributor_value,subject_value,subject_label,based_on_value,catalog_identifier_value,has_part_value
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,identifier,https://edit16.iccu.sbn.it/titolo/CNCE002366,,,,,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mzQMzWpG79QK,(Selepiuc 2020),,,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CrKoHGLhLE34,chivalric poem,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,title,,,,,,D'Angelica di m. Pietro Aretino due primi canti,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,inception,,,,,,,1536.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QWmtzgCRQ9wY', 'label': 'circa'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mzQMzWpG79QK', 'label': '(Selepiuc 2020)'}]",,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,has_version,,,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE002366,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",1536.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hSAAJJdRXhj6', 'label': 'Bernardino Vitali'}",https://www.google.be/books/edition/D_Angelica_di_M_Pietro_Aretino_due_primi/RkLk2QUtockC,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,contributor,,,,,,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,subject,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KdpUz4v9w5E3,Angelica,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,based_on,,,,,,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,catalog_identifier,,,,,,,,,,,,,,,,,,,,
Book,D'Angelica di m. Pietro Aretino due primi canti,,,D'Angelica di m. Pietro Aretino due primi canti,D'Angelica di m. Pietro Aretino due primi canti.md,LgvtnF7kZsg4,385539398614469089358,has_part,,,,,,,,,,,,,,,,,,,,
