class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['humoral theory', 'humors', 'humoralism']",four temperaments,four temperaments.md,four temperaments,DEzosFymsuXR,231700091251912249052,instance_of,,,
Concept,"['humoral theory', 'humors', 'humoralism']",four temperaments,four temperaments.md,four temperaments,DEzosFymsuXR,231700091251912249052,subclass_of,,,
Concept,"['humoral theory', 'humors', 'humoralism']",four temperaments,four temperaments.md,four temperaments,DEzosFymsuXR,231700091251912249052,identifier,,,http://www.wikidata.org/entity/Q5782572
