class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,identifier,http://www.wikidata.org/entity/Q131552,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,described_by_source,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UbaRNRNEbruG,France,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,member_of,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LyEatsU6bs4d,politician,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,related_to,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,notable_work,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,interested_in,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Caterina de' Medici,,,Caterina de' Medici,Caterina de' Medici.md,VqqMyHJijEkn,574485607600383481253,present_in_work,,,,,,,,,,,,,,,,
