class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,identifier,http://www.wikidata.org/entity/Q139661552,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,described_by_source,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,member_of,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,related_to,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,notable_work,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,interested_in,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Donato Antonio Spano,,,Donato Antonio Spano,Donato Antonio Spano.md,XzVAWmX67cMn,618887400595248782414,present_in_work,,,,,,,,,,,,,,,,
